EAR_TAG,sampleDate,ExtractionID,qPCR_Plate,qPCR_RunDate,qPCR_Row,TelomereLength,IntegrityGel_score,ANIMAL_ID,GENETIC_GROUP,FEED_GROUP,DOB,YearS_DOB,BirthYear,TEL_sampleNO,AGE_D,AGE_W,AGE_M,AGE_Group,VarianceGroup,AGE_Y
604351,23/03/2012,1030,17,15/12/2015,D,1.125553183,1,010000001209434511F,S,1,03/07/2011,20111,2011,2,264,38,9,2,1,1
703400,16/03/2010,919,15,14/12/2015,F,1.2115461,1,010000001169750811F,S,2,02/06/2009,20091,2009,2,287,41,9,2,1,1
703876,14/04/2011,91,1,22/10/2015,B,1.220524782,1,010000001191332211F,C,2,12/07/2010,20101,2010,2,276,39,9,2,1,1
704345,23/03/2012,1042,17,15/12/2015,F,1.11719625,1,010000001208860411F,S,2,20/06/2011,20111,2011,2,277,40,9,2,1,1
103359,16/03/2010,446,7,05/11/2015,F,1.174238461,1,010000001169705311F,C,NULL,27/05/2009,20091,2009,2,293,42,10,2,1,1
103394,16/03/2010,1010,16,15/12/2015,A,0.955704899,1,010000001169749511F,C,NULL,27/05/2009,20091,2009,2,293,42,10,2,1,1
104290,23/03/2012,247,3,02/11/2015,B,1.232004608,1,010000001207666711F,C,2,24/05/2011,20111,2011,2,304,43,10,2,1,1
203381,16/03/2010,1284,21,17/12/2015,A,1.041785754,1,010000001169330611F,C,1,05/05/2009,20091,2009,2,315,45,10,2,1,1
203395,16/03/2010,999,16,15/12/2015,F,0.954061204,1,010000001169749711F,S,1,28/05/2009,20091,2009,2,292,42,10,2,1,1
203864,14/04/2011,1354,22,17/12/2015,E,0.933312009,1,010000001190950411F,S,2,22/06/2010,20101,2010,2,296,42,10,2,1,1
204333,23/03/2012,1293,21,17/12/2015,C,1.061182722,1,010000001208230211F,C,1,02/06/2011,20111,2011,2,295,42,10,2,1,1
304285,23/03/2012,1136,18,16/12/2015,D,1.24383811,1,010000001207219811F,S,2,11/05/2011,20111,2011,2,317,45,10,2,1,1
403383,16/03/2010,959,15,14/12/2015,F,0.897017566,1,DUMMYHUK3237F,S,NULL,10/05/2009,20091,2009,2,310,44,10,2,1,1
403866,14/04/2011,849,13,14/12/2015,C,1.285835584,1,010000001190950511F,S,1,27/06/2010,20101,2010,2,291,42,10,2,1,1
503853,14/04/2011,1296,21,17/12/2015,F,1.154427546,1,010000001188997211F,C,NULL,30/05/2010,20101,2010,2,319,46,10,2,1,1
505589,28/10/2014,1153,19,16/12/2015,C,1.25160628,1,DUMMYHUK4218F,S,NULL,30/12/2013,20132,2013,2,302,43,10,2,1,1
603861,14/04/2011,763,12,12/12/2015,H,0.961221759,1,010000001189620211F,C,2,16/06/2010,20101,2010,2,302,43,10,2,1,1
604295,23/03/2012,651,10,14/12/2015,D,0.991487105,1,010000001207796911F,C,2,26/05/2011,20111,2011,2,302,43,10,2,1,1
604330,23/03/2012,964,15,14/12/2015,C,1.092121557,1,010000001207914411F,C,2,01/06/2011,20111,2011,2,296,42,10,2,1,1
703379,16/03/2010,857,14,11/12/2015,B,1.329658859,1,010000001169330311F,C,1,04/05/2009,20091,2009,2,316,45,10,2,1,1
703386,16/03/2010,1000,16,15/12/2015,G,1.063161686,1,010000001169331111F,S,1,16/05/2009,20091,2009,2,304,43,10,2,1,1
703862,14/04/2011,512,8,06/11/2015,G,1.145041274,1,010000001189620311F,C,2,17/06/2010,20101,2010,2,301,43,10,2,1,1
704289,23/03/2012,497,23,18/12/2015,A,1.253023696,1,010000001207666411F,C,2,22/05/2011,20111,2011,2,306,44,10,2,1,1
103821,14/04/2011,1120,18,16/12/2015,D,0.860864638,1,010000001187608011F,C,1,01/05/2010,20101,2010,2,348,50,11,2,1,1
104262,23/03/2012,997,16,15/12/2015,C,0.947765067,1,010000001206183611F,C,2,15/04/2011,20111,2011,2,343,49,11,2,1,1
203283,16/03/2010,1413,23,18/12/2015,G,0.975999769,1,010000001167287211F,S,2,05/04/2009,20091,2009,2,345,49,11,2,1,1
203290,16/03/2010,705,11,12/12/2015,H,1.0047121,1,010000001167883511F,C,1,14/04/2009,20091,2009,2,336,48,11,2,1,1
204263,23/03/2012,718,11,12/12/2015,E,1.051412531,1,010000001206184111F,S,1,16/04/2011,20111,2011,2,342,49,11,2,1,1
204697,07/03/2013,1141,18,16/12/2015,A,1.035885499,1,010000001224987911F,S,2,12/04/2012,20121,2012,2,329,47,11,2,1,1
303291,16/03/2010,196,24,04/01/2016,E,0.926425508,1,010000001167884011F,C,1,14/04/2009,20091,2009,2,336,48,11,2,1,1
303816,14/04/2011,665,10,14/12/2015,C,1.018895963,1,010000001187447311F,C,1,29/04/2010,20101,2010,2,350,50,11,2,1,1
303837,14/04/2011,1143,19,16/12/2015,B,1.441653511,1,010000001188351111F,S,2,20/05/2010,20101,2010,2,329,47,11,2,1,1
303844,14/04/2011,950,15,14/12/2015,E,1.059520945,1,010000001188585311F,C,1,25/05/2010,20101,2010,2,324,46,11,2,1,1
303851,14/04/2011,111,1,22/10/2015,E,1.176306401,1,010000001188713111F,C,NULL,28/05/2010,20101,2010,2,321,46,11,2,1,1
304257,23/03/2012,1325,22,17/12/2015,A,0.880639769,1,010000001206182011F,S,1,12/04/2011,20111,2011,2,346,49,11,2,1,1
304264,23/03/2012,1408,23,18/12/2015,B,1.162629164,1,010000001206184411F,S,2,16/04/2011,20111,2011,2,342,49,11,2,1,1
304271,23/03/2012,79,1,22/10/2015,F,1.081779236,1,010000001206263011F,S,1,20/04/2011,20111,2011,2,338,48,11,2,1,1
304278,23/03/2012,364,5,05/11/2015,E,0.998802272,1,010000001206937711F,C,2,30/04/2011,20111,2011,2,328,47,11,2,1,1
403831,14/04/2011,930,25,17/02/2016,B,1.216538302,1,010000001188110511F,S,1,12/05/2010,20101,2010,2,337,48,11,2,1,1
404265,23/03/2012,126,1,22/10/2015,D,0.875263923,1,DUMMYHUK3613F,C,NULL,17/04/2011,20111,2011,2,341,49,11,2,1,1
503286,16/03/2010,979,16,15/12/2015,A,0.912069365,1,010000001167682511F,C,1,11/04/2009,20091,2009,2,339,48,11,2,1,1
504273,23/03/2012,1219,20,17/12/2015,A,0.956072634,1,010000001206263711F,S,1,22/04/2011,20111,2011,2,336,48,11,2,1,1
504693,07/03/2013,816,13,14/12/2015,C,1.087343712,1,DUMMYHUK3810F,S,NULL,30/03/2012,20122,2012,2,342,49,11,2,1,1
603826,14/04/2011,928,15,14/12/2015,F,0.82088443,1,010000001187907111F,C,1,10/05/2010,20101,2010,2,339,48,11,2,1,1
603840,14/04/2011,990,16,15/12/2015,D,1.104857851,1,010000001188487011F,C,NULL,23/05/2010,20101,2010,2,326,47,11,2,1,1
604267,23/03/2012,347,5,05/11/2015,C,0.796141361,1,010000001206185111F,S,1,18/04/2011,20111,2011,2,340,49,11,2,1,1
604281,23/03/2012,691,11,12/12/2015,C,0.892721653,1,010000001206938511F,S,1,07/05/2011,20111,2011,2,321,46,11,2,1,1
703281,16/03/2010,564,8,06/11/2015,G,1.046522662,1,010000001167287111F,C,2,03/04/2009,20091,2009,2,347,50,11,2,1,1
703841,14/04/2011,234,3,02/11/2015,D,0.822103463,1,DUMMYHUK3441F,C,NULL,24/05/2010,20101,2010,2,325,46,11,2,1,1
704268,23/03/2012,542,23,18/12/2015,A,0.757886494,1,010000001206185211F,C,2,19/04/2011,20111,2011,2,339,48,11,2,1,1
103275,16/03/2010,1225,20,17/12/2015,G,1.17994623,1,010000001166574111F,S,2,21/03/2009,20092,2009,2,360,51,12,2,1,1
103772,14/04/2011,749,12,12/12/2015,B,1.172358386,1,010000001186192411F,C,1,02/04/2010,20101,2010,4,377,54,12,2,1,1
103814,14/04/2011,775,12,12/12/2015,D,1.076946672,1,010000001187215711F,S,2,26/04/2010,20101,2010,2,353,50,12,2,1,1
104206,23/03/2012,1309,21,17/12/2015,C,1.016172753,1,010000001204499111F,S,2,14/03/2011,20112,2011,2,375,54,12,2,1,1
104213,23/03/2012,181,2,02/11/2015,B,1.293434571,1,010000001204632911F,S,2,17/03/2011,20112,2011,2,372,53,12,2,1,1
104220,23/03/2012,1180,19,16/12/2015,D,1.010858743,1,010000001205415711F,C,2,31/03/2011,20112,2011,2,358,51,12,2,1,1
104675,07/03/2013,853,13,14/12/2015,G,0.942287613,1,DUMMYHUK3793F,C,NULL,22/02/2012,20122,2012,2,379,54,12,2,1,1
104752,07/03/2013,1362,22,17/12/2015,E,0.856315209,1,DUMMYHUK3794F,C,NULL,24/02/2012,20122,2012,2,377,54,12,2,1,1
203801,14/04/2011,761,12,12/12/2015,F,1.043005597,1,010000001186192611F,S,1,05/04/2010,20101,2010,2,374,53,12,2,1,1
204207,23/03/2012,164,2,02/11/2015,B,1.240087198,1,010000001204499311F,C,1,15/03/2011,20112,2011,2,374,53,12,2,1,1
204221,23/03/2012,1355,22,17/12/2015,F,1.187753121,1,010000001205415811F,S,NULL,31/03/2011,20112,2011,2,358,51,12,2,1,1
204676,07/03/2013,1391,23,18/12/2015,A,1.016711116,1,DUMMYHUK3795F,S,NULL,03/03/2012,20122,2012,2,369,53,12,2,1,1
303277,16/03/2010,723,11,12/12/2015,A,0.879514017,1,DUMMYHUK3215F,C,NULL,26/03/2009,20092,2009,2,355,51,12,2,1,1
303767,14/04/2011,1109,18,16/12/2015,H,0.895145368,1,010000001185996511F,S,2,29/03/2010,20102,2010,2,381,54,12,2,1,1
304208,23/03/2012,324,4,02/11/2015,F,1.065524394,1,010000001204499411F,S,2,15/03/2011,20112,2011,2,374,53,12,2,1,1
403264,16/03/2010,1026,16,15/12/2015,A,0.965647262,1,010000001166025511F,C,NULL,03/03/2009,20092,2009,2,378,54,12,2,1,1
403803,14/04/2011,1145,19,16/12/2015,D,1.060872082,1,010000001186481111F,S,1,07/04/2010,20101,2010,2,372,53,12,2,1,1
404216,23/03/2012,1076,17,15/12/2015,A,1.382508362,1,010000001205004011F,S,2,24/03/2011,20112,2011,2,365,52,12,2,1,1
404251,23/03/2012,256,3,02/11/2015,C,1.066238892,1,DUMMYHUK3605F,C,NULL,07/04/2011,20111,2011,2,351,50,12,2,1,1
503769,14/04/2011,694,11,12/12/2015,F,0.972929173,1,010000001185996611F,C,NULL,31/03/2010,20102,2010,2,379,54,12,2,1,1
503811,14/04/2011,1034,17,15/12/2015,G,1.192082813,1,010000001187215011F,C,NULL,25/04/2010,20101,2010,2,354,51,12,2,1,1
504217,23/03/2012,1098,18,16/12/2015,E,1.180588852,1,010000001205004211F,S,2,25/03/2011,20112,2011,2,364,52,12,2,1,1
604211,23/03/2012,134,2,02/11/2015,D,1.004297936,1,010000001204630911F,C,1,16/03/2011,20112,2011,2,373,53,12,2,1,1
604225,23/03/2012,1334,22,17/12/2015,B,0.97215917,1,010000001205415911F,C,1,06/04/2011,20111,2011,2,352,50,12,2,1,1
703267,16/03/2010,1358,22,17/12/2015,A,1.176539013,1,010000001166025611F,S,1,07/03/2009,20092,2009,2,374,53,12,2,1,1
703274,16/03/2010,131,2,02/11/2015,A,1.051211457,1,010000001166573911F,S,2,19/03/2009,20092,2009,2,362,52,12,2,1,1
703806,14/04/2011,1204,20,17/12/2015,B,1.16638925,1,010000001186482811F,C,2,10/04/2010,20101,2010,2,369,53,12,2,1,1
703813,14/04/2011,767,12,12/12/2015,C,0.862114177,1,010000001187215511F,C,NULL,25/04/2010,20101,2010,2,354,51,12,2,1,1
704205,23/03/2012,566,8,06/11/2015,H,0.94639407,1,010000001204498911F,S,1,13/03/2011,20112,2011,2,376,54,12,2,1,1
704212,23/03/2012,137,2,02/11/2015,G,1.187881797,1,010000001204631111F,C,1,17/03/2011,20112,2011,2,372,53,12,2,1,1
103240,16/03/2010,104,1,22/10/2015,G,1.016333826,1,010000001164774111F,C,1,12/02/2009,20092,2009,2,397,57,13,2,2,1
103247,16/03/2010,1186,19,16/12/2015,B,1.161531675,1,010000001164863611F,S,2,16/02/2009,20092,2009,2,393,56,13,2,2,1
103751,14/04/2011,1160,19,16/12/2015,B,1.197748115,1,010000001184422211F,C,NULL,27/02/2010,20102,2010,2,411,59,13,2,2,1
104192,23/03/2012,224,3,02/11/2015,C,0.880729365,1,010000001203315611F,C,1,17/02/2011,20112,2011,2,400,57,13,2,2,1
203234,16/03/2010,511,23,18/12/2015,F,1.057177106,1,010000001164773611F,S,1,08/02/2009,20092,2009,2,401,57,13,2,2,1
203241,16/03/2010,674,10,14/12/2015,D,1.281397964,1,010000001164862811F,S,2,12/02/2009,20092,2009,2,397,57,13,2,2,1
203759,14/04/2011,847,13,14/12/2015,A,1.108942616,1,010000001185731411F,S,2,11/03/2010,20102,2010,2,399,57,13,2,2,1
204193,23/03/2012,168,2,02/11/2015,E,1.168091228,1,010000001203315811F,S,2,17/02/2011,20112,2011,2,400,57,13,2,2,1
303235,16/03/2010,1203,20,17/12/2015,A,0.964215555,1,010000001164773911F,C,2,08/02/2009,20092,2009,2,401,57,13,2,2,1
303249,16/03/2010,314,4,02/11/2015,D,0.924699466,1,010000001165096011F,C,2,17/02/2009,20092,2009,2,392,56,13,2,2,1
303256,16/03/2010,1303,21,17/12/2015,E,1.002312255,1,010000001165231511F,C,NULL,20/02/2009,20092,2009,2,389,56,13,2,2,1
303263,16/03/2010,590,9,06/11/2015,G,1.023313396,1,010000001165560911F,C,1,26/02/2009,20092,2009,2,383,55,13,2,2,1
303753,14/04/2011,479,7,05/11/2015,G,1.058954307,1,010000001184721411F,C,NULL,03/03/2010,20102,2010,2,407,58,13,2,2,1
304992,20/10/2013,1075,17,15/12/2015,H,1.112327945,1,DUMMYHUK3943F,C,NULL,03/10/2012,20122,2012,2,382,55,13,2,2,1
404188,23/03/2012,643,10,14/12/2015,D,0.692614839,1,010000001203110411F,C,1,14/02/2011,20112,2011,2,403,58,13,2,2,1
503230,16/03/2010,1038,17,15/12/2015,B,1.313274044,1,010000001164303611F,S,2,03/02/2009,20092,2009,2,406,58,13,2,2,1
503244,16/03/2010,947,15,14/12/2015,B,1.324138496,1,010000001164863311F,C,2,15/02/2009,20092,2009,2,394,56,13,2,2,1
503258,16/03/2010,1261,21,17/12/2015,C,1.278971308,1,010000001165231611F,C,NULL,22/02/2009,20092,2009,2,387,55,13,2,2,1
504196,23/03/2012,956,15,14/12/2015,C,0.821014068,1,010000001203504711F,C,1,21/02/2011,20112,2011,2,396,57,13,2,2,1
603252,16/03/2010,177,2,02/11/2015,F,0.84850722,1,010000001165096711F,S,2,18/02/2009,20092,2009,2,391,56,13,2,2,1
604190,23/03/2012,1099,18,16/12/2015,F,1.170103089,1,010000001203110511F,C,2,16/02/2011,20112,2011,2,401,57,13,2,2,1
604197,23/03/2012,464,25,17/02/2016,B,1.337139771,1,010000001203504811F,C,2,22/02/2011,20112,2011,2,395,56,13,2,2,1
604652,07/03/2013,743,12,12/12/2015,D,0.99981632,1,010000001221658211F,C,1,01/02/2012,20122,2012,2,400,57,13,2,2,1
703253,16/03/2010,1063,17,15/12/2015,D,1.253808454,1,010000001165096811F,S,1,19/02/2009,20092,2009,2,390,56,13,2,2,1
704653,07/03/2013,169,2,02/11/2015,F,1.035505592,1,010000001221658911F,S,NULL,01/02/2012,20122,2012,2,400,57,13,2,2,1
103737,14/04/2011,277,4,02/11/2015,G,0.978458946,1,DUMMYHUK3381F,C,NULL,12/02/2010,20102,2010,2,426,61,14,2,2,1
103744,14/04/2011,1232,20,17/12/2015,G,1.193622861,1,010000001184168611F,S,1,20/02/2010,20102,2010,2,418,60,14,2,2,1
104136,23/03/2012,991,16,15/12/2015,E,0.919339555,1,010000001201484311F,S,1,11/01/2011,20112,2011,2,437,62,14,2,2,1
105158,03/04/2014,249,3,02/11/2015,D,1.023199237,1,DUMMYHUK4020F,S,NULL,12/02/2013,20132,2013,2,415,59,14,2,2,1
203206,16/03/2010,821,25,17/02/2016,G,1.539949126,1,010000001162682911F,S,1,02/01/2009,20092,2009,2,438,63,14,2,2,1
203745,14/04/2011,461,7,05/11/2015,E,1.041621813,1,010000001184168711F,C,2,21/02/2010,20102,2010,2,417,60,14,2,2,1
303221,16/03/2010,395,6,05/11/2015,C,1.000295525,1,010000001164012311F,C,1,21/01/2009,20092,2009,2,419,60,14,2,2,1
303732,14/04/2011,885,14,11/12/2015,G,1.105056875,1,010000001183604811F,C,NULL,06/02/2010,20102,2010,2,432,62,14,2,2,1
303746,14/04/2011,524,8,06/11/2015,C,1.141407307,1,010000001184168911F,S,1,22/02/2010,20102,2010,2,416,59,14,2,2,1
304593,07/03/2013,178,2,02/11/2015,G,0.795427954,1,010000001220040811F,C,2,25/12/2011,20112,2011,2,438,63,14,2,2,1
304614,07/03/2013,648,10,14/12/2015,A,0.919692443,1,DUMMYHUK3762F,C,NULL,13/01/2012,20122,2012,2,419,60,14,2,2,1
403173,16/03/2010,1190,19,16/12/2015,F,1.095665819,1,010000001162681911F,S,1,31/12/2008,20082,2008,2,440,63,14,2,2,1
403215,16/03/2010,574,9,06/11/2015,G,1.038754585,1,010000001164006711F,C,2,14/01/2009,20092,2009,2,426,61,14,2,2,1
403733,14/04/2011,518,8,06/11/2015,E,1.02148716,1,010000001183604911F,C,NULL,07/02/2010,20102,2010,2,431,62,14,2,2,1
403740,14/04/2011,340,5,05/11/2015,D,0.881828083,1,010000001183824311F,C,2,13/02/2010,20102,2010,2,425,61,14,2,2,1
404132,23/03/2012,1168,25,17/02/2016,F,0.871043152,1,010000001201349211F,S,1,07/01/2011,20112,2011,2,441,63,14,2,2,1
503202,16/03/2010,1287,25,17/02/2016,G,0.915342806,1,010000001162682311F,C,1,02/01/2009,20092,2009,2,438,63,14,2,2,1
503223,16/03/2010,1103,18,16/12/2015,B,1.399502709,1,010000001164012711F,S,2,22/01/2009,20092,2009,2,418,60,14,2,2,1
503741,14/04/2011,510,8,06/11/2015,F,0.927795262,1,010000001183964111F,S,1,16/02/2010,20102,2010,2,422,60,14,2,2,1
504133,23/03/2012,936,15,14/12/2015,F,0.9738807,1,010000001201349711F,C,2,08/01/2011,20112,2011,2,440,63,14,2,2,1
703204,16/03/2010,1187,19,16/12/2015,C,1.028511726,1,010000001162682711F,C,NULL,02/01/2009,20092,2009,2,438,63,14,2,2,1
704135,23/03/2012,331,5,05/11/2015,C,1.400299173,1,010000001201350011F,C,1,10/01/2011,20112,2011,2,438,63,14,2,2,1
704611,07/03/2013,552,8,06/11/2015,C,0.931675023,1,010000001220736911F,C,1,12/01/2012,20122,2012,2,420,60,14,2,2,1
103163,16/03/2010,1089,18,16/12/2015,E,1.061003759,1,010000001161642911F,C,NULL,13/12/2008,20082,2008,2,458,65,15,2,2,1
103170,16/03/2010,666,10,14/12/2015,D,1.082290667,1,010000001162680111F,C,2,26/12/2008,20082,2008,2,445,64,15,2,2,1
103681,14/04/2011,1320,22,17/12/2015,D,0.926735086,1,010000001182392911F,C,NULL,12/01/2010,20102,2010,2,457,65,15,2,2,1
104115,23/03/2012,74,1,22/10/2015,A,1.179911213,1,010000001200047911F,C,1,17/12/2010,20102,2010,2,462,66,15,2,2,1
104843,14/10/2013,932,15,14/12/2015,B,0.993444138,1,DUMMYHUK3862F,S,NULL,04/07/2012,20121,2012,3,467,67,15,2,2,1
203661,28/03/2011,1039,17,15/12/2015,C,1.269985914,1,010000001181908411F,S,2,19/12/2009,20092,2009,2,464,66,15,2,2,1
203668,30/03/2011,338,5,05/11/2015,B,1.187403994,1,010000001181914711F,S,2,31/12/2009,20092,2009,2,454,65,15,2,2,1
203689,14/04/2011,289,4,02/11/2015,C,1.058641951,1,010000001182471211F,C,NULL,16/01/2010,20102,2010,2,453,65,15,2,2,1
204074,23/03/2012,860,14,11/12/2015,E,0.950124537,1,010000001199548511F,C,1,07/12/2010,20102,2010,2,472,67,15,2,2,1
204578,07/03/2013,873,14,11/12/2015,B,1.13171131,1,DUMMYHUK3736F,C,NULL,01/12/2011,20112,2011,2,462,66,15,2,2,1
303662,30/03/2011,509,8,06/11/2015,E,1.10154842,1,010000001181908711F,C,1,19/12/2009,20092,2009,2,466,67,15,2,2,1
303669,28/03/2011,411,6,05/11/2015,C,1.058586844,1,010000001181914811F,S,1,03/01/2010,20102,2010,2,449,64,15,2,2,1
303683,14/04/2011,550,8,06/11/2015,B,0.984776752,1,010000001182393411F,S,NULL,12/01/2010,20102,2010,2,457,65,15,2,2,1
304544,07/03/2013,1106,18,16/12/2015,E,1.082831621,1,DUMMYHUK3729F,C,NULL,25/11/2011,20112,2011,2,468,67,15,2,2,1
304950,03/04/2014,311,4,02/11/2015,B,1.082058487,1,DUMMYHUK3996F,S,NULL,11/01/2013,20132,2013,2,447,64,15,2,2,1
403159,16/03/2010,1356,22,17/12/2015,G,0.983017577,1,010000001161221611F,S,2,05/12/2008,20082,2008,2,466,67,15,2,2,1
403677,28/03/2011,912,14,11/12/2015,A,1.08297437,1,010000001182086911F,C,NULL,09/01/2010,20102,2010,2,443,63,15,2,2,1
404111,23/03/2012,588,9,06/11/2015,E,1.022059694,1,010000001200047211F,S,1,13/12/2010,20102,2010,2,466,67,15,2,2,1
404125,23/03/2012,82,1,22/10/2015,A,0.804250659,1,DUMMYHUK3553F,C,NULL,03/01/2011,20112,2011,2,445,64,15,2,2,1
404587,07/03/2013,1033,17,15/12/2015,F,1.084233091,1,010000001219365911F,C,NULL,16/12/2011,20112,2011,2,447,64,15,2,2,1
503167,16/03/2010,1347,22,17/12/2015,F,0.89446996,1,010000001162677711F,S,2,19/12/2008,20082,2008,2,452,65,15,2,2,1
503678,14/04/2011,269,3,02/11/2015,H,1.024503475,1,010000001182087111F,C,1,10/01/2010,20102,2010,2,459,66,15,2,2,1
503699,14/04/2011,1247,20,17/12/2015,F,1.026994894,1,010000001182938911F,S,2,26/01/2010,20102,2010,2,443,63,15,2,2,1
504126,23/03/2012,280,4,02/11/2015,B,0.986126859,1,010000001201348911F,S,1,04/01/2011,20112,2011,2,444,63,15,2,2,1
603161,16/03/2010,953,15,14/12/2015,H,1.106369548,1,010000001161642311F,C,NULL,11/12/2008,20082,2008,2,460,66,15,2,2,1
603168,16/03/2010,592,9,06/11/2015,A,1.023182132,1,010000001162679511F,C,1,21/12/2008,20082,2008,2,450,64,15,2,2,1
603679,14/04/2011,607,9,06/11/2015,A,1.153868744,1,010000001182087311F,C,NULL,10/01/2010,20102,2010,2,459,66,15,2,2,1
603686,14/04/2011,232,3,02/11/2015,B,1.146313166,1,010000001182393811F,S,1,13/01/2010,20102,2010,2,456,65,15,2,2,1
703631,30/03/2011,783,12,12/12/2015,D,1.10894398,1,010000001181909811F,C,NULL,15/12/2009,20092,2009,2,470,67,15,2,2,1
703687,14/04/2011,782,12,12/12/2015,C,1.057118535,1,010000001182394311F,C,2,13/01/2010,20102,2010,2,456,65,15,2,2,1
704548,07/03/2013,973,16,15/12/2015,C,1.102330396,1,010000001218291611F,S,1,28/11/2011,20112,2011,2,465,66,15,2,2,1
103093,16/03/2010,988,16,15/12/2015,B,1.035186083,1,010000001159823611F,C,1,07/11/2008,20082,2008,2,494,71,16,2,2,1
103583,28/03/2011,1240,20,17/12/2015,G,1.132822353,1,010000001178938511F,C,1,14/11/2009,20092,2009,2,499,71,16,2,2,1
103590,30/03/2011,359,5,05/11/2015,H,1.169455674,1,010000001180096811F,S,2,27/11/2009,20092,2009,2,488,70,16,2,2,1
103660,14/04/2011,788,12,12/12/2015,A,1.202580764,1,010000001180979311F,C,1,15/12/2009,20092,2009,2,485,69,16,2,2,1
104066,23/03/2012,1201,19,16/12/2015,H,0.945356759,1,010000001199001611F,C,1,20/11/2010,20102,2010,2,489,70,16,2,2,1
104073,23/03/2012,688,11,12/12/2015,H,1.183725697,1,010000001199548211F,C,1,06/12/2010,20102,2010,2,473,68,16,2,2,1
203087,16/03/2010,1210,20,17/12/2015,H,1.266952941,1,010000001159337611F,C,2,29/10/2008,20082,2008,2,503,72,16,2,2,1
303095,16/03/2010,746,12,12/12/2015,G,1.105828413,1,010000001159823811F,S,1,12/11/2008,20082,2008,2,489,70,16,2,2,1
303151,16/03/2010,182,2,02/11/2015,C,1.293955793,1,010000001160547911F,S,1,22/11/2008,20082,2008,2,479,68,16,2,2,1
403593,28/03/2011,268,3,02/11/2015,G,1.15456459,1,010000001180097011F,C,1,29/11/2009,20092,2009,2,484,69,16,2,2,1
403656,28/03/2011,376,5,05/11/2015,A,1.199029755,1,010000001180508011F,S,1,09/12/2009,20092,2009,2,474,68,16,2,2,1
404069,23/03/2012,1389,23,18/12/2015,G,0.998935374,1,010000001199001811F,S,1,25/11/2010,20102,2010,2,484,69,16,2,2,1
503594,28/03/2011,1046,17,15/12/2015,B,1.196063764,2,010000001180370811F,S,NULL,03/12/2009,20092,2009,2,480,69,16,2,2,1
503657,30/03/2011,361,5,05/11/2015,B,1.179828511,1,010000001180779111F,C,1,09/12/2009,20092,2009,2,476,68,16,2,2,1
504063,23/03/2012,1165,19,16/12/2015,E,0.9846612,1,010000001199000911F,C,1,17/11/2010,20102,2010,2,492,70,16,2,2,1
603595,28/03/2011,935,15,14/12/2015,E,1.082354918,1,010000001180371011F,S,1,03/12/2009,20092,2009,2,480,69,16,2,2,1
603623,14/04/2011,840,13,14/12/2015,C,1.085730561,1,DUMMYHUK3336F,C,NULL,29/11/2009,20092,2009,2,501,72,16,2,2,1
604057,23/03/2012,881,14,11/12/2015,B,1.091883004,1,010000001199000711F,C,2,07/11/2010,20102,2010,2,502,72,16,2,2,1
703092,16/03/2010,146,2,02/11/2015,G,0.933042364,1,010000001159338411F,S,1,04/11/2008,20082,2008,2,497,71,16,2,2,1
703155,16/03/2010,270,3,02/11/2015,A,0.91422871,1,010000001160548111F,S,1,25/11/2008,20082,2008,2,476,68,16,2,2,1
703582,28/03/2011,1221,20,17/12/2015,C,1.225142667,1,010000001178938311F,C,2,13/11/2009,20092,2009,2,500,71,16,2,2,1
703589,28/03/2011,200,24,04/01/2016,A,0.982942745,1,010000001180096711F,C,NULL,27/11/2009,20092,2009,2,486,69,16,2,2,1
703596,30/03/2011,301,25,17/02/2016,A,1.209508127,1,010000001180371111F,S,1,03/12/2009,20092,2009,2,482,69,16,2,2,1
703659,14/04/2011,558,8,06/11/2015,A,1.273885755,1,010000001180779311F,S,1,13/12/2009,20092,2009,2,487,70,16,2,2,1
704065,23/03/2012,1276,21,17/12/2015,B,0.993052322,1,010000001199001211F,C,2,20/11/2010,20102,2010,2,489,70,16,2,2,1
704527,07/03/2013,257,3,02/11/2015,D,0.973992014,1,010000001216401511F,S,2,01/11/2011,20112,2011,2,492,70,16,2,2,1
103079,16/03/2010,292,4,02/11/2015,F,0.90012553,1,010000001158277111F,C,1,15/10/2008,20082,2008,2,517,74,17,2,2,1
103576,30/03/2011,406,6,05/11/2015,F,1.034156582,1,010000001178300911F,C,NULL,01/11/2009,20092,2009,2,514,73,17,2,2,1
104031,23/03/2012,485,7,05/11/2015,E,1.133196358,1,010000001196008911F,S,2,11/10/2010,20102,2010,2,529,76,17,2,2,1
203080,16/03/2010,456,7,05/11/2015,H,0.884221514,1,010000001158277611F,S,1,16/10/2008,20082,2008,2,516,74,17,2,2,1
203549,30/03/2011,1393,23,18/12/2015,C,1.094264396,1,010000001177851011F,C,1,25/10/2009,20092,2009,2,521,74,17,2,2,1
203584,14/04/2011,1380,23,18/12/2015,F,1.052739352,1,010000001178940111F,C,NULL,14/11/2009,20092,2009,2,516,74,17,2,2,1
203605,28/03/2011,307,4,02/11/2015,F,1.198293338,1,DUMMYHUK3322F,C,NULL,04/11/2009,20092,2009,2,509,73,17,2,2,1
204032,23/03/2012,706,11,12/12/2015,A,0.748634138,1,010000001196009411F,C,2,12/10/2010,20102,2010,2,528,75,17,2,2,1
204039,23/03/2012,125,1,22/10/2015,C,1.334154571,1,010000001196838011F,S,2,24/10/2010,20102,2010,2,516,74,17,2,2,1
